SG_PARTIDO,SG_UF,DS_CARGO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,DS_OCUPACAO
PSL,RN,DEPUTADO FEDERAL,63,MASCULINO,SUPERIOR COMPLETO,BRANCA,MEMBRO DAS FORÇAS ARMADAS
AVANTE,RN,DEPUTADO ESTADUAL,38,MASCULINO,SUPERIOR COMPLETO,PARDA,EMPRESÁRIO
PTC,RN,DEPUTADO ESTADUAL,51,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,VEREADOR
AVANTE,RN,DEPUTADO ESTADUAL,51,MASCULINO,SUPERIOR COMPLETO,PARDA,MÉDICO
PODE,RO,DEPUTADO ESTADUAL,46,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,OUTROS
PTB,RO,DEPUTADO ESTADUAL,49,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,MILITAR REFORMADO
MDB,RO,DEPUTADO ESTADUAL,60,MASCULINO,SUPERIOR INCOMPLETO,PARDA,DEPUTADO
PSDB,RO,DEPUTADO FEDERAL,32,FEMININO,SUPERIOR COMPLETO,PARDA,MÉDICO
PTC,RO,DEPUTADO ESTADUAL,48,MASCULINO,SUPERIOR INCOMPLETO,PARDA,VEREADOR
PROS,RO,DEPUTADO ESTADUAL,39,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,DEPUTADO
PSB,RO,DEPUTADO FEDERAL,59,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO
PSL,RO,GOVERNADOR,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,MILITAR REFORMADO
PSB,RO,DEPUTADO ESTADUAL,59,MASCULINO,SUPERIOR COMPLETO,PARDA,SERVIDOR PÚBLICO ESTADUAL
PSB,RO,DEPUTADO ESTADUAL,44,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,OUTROS
MDB,RO,DEPUTADO ESTADUAL,29,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,PECUARISTA
MDB,RO,SENADOR,70,MASCULINO,SUPERIOR COMPLETO,PARDA,MÉDICO
PSC,RO,DEPUTADO ESTADUAL,51,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PP,RO,DEPUTADO FEDERAL,44,FEMININO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PP,RO,DEPUTADO ESTADUAL,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
MDB,RO,DEPUTADO ESTADUAL,63,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,DEPUTADO
PTB,RO,DEPUTADO ESTADUAL,36,MASCULINO,SUPERIOR INCOMPLETO,PARDA,VEREADOR
PT,RO,DEPUTADO ESTADUAL,59,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PRB,RO,DEPUTADO ESTADUAL,42,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,DEPUTADO
PDT,RO,DEPUTADO FEDERAL,44,FEMININO,SUPERIOR COMPLETO,PRETA,JORNALISTA E REDATOR
MDB,RO,DEPUTADO FEDERAL,49,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PDT,RO,DEPUTADO ESTADUAL,42,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,RO,DEPUTADO FEDERAL,59,MASCULINO,SUPERIOR COMPLETO,PARDA,ENGENHEIRO
DEM,RO,DEPUTADO ESTADUAL,66,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,AGENTE ADMINISTRATIVO
PODE,RO,DEPUTADO FEDERAL,34,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PV,RO,DEPUTADO ESTADUAL,46,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PSDB,RO,DEPUTADO ESTADUAL,48,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,COMERCIANTE
PRB,RO,DEPUTADO ESTADUAL,36,MASCULINO,SUPERIOR COMPLETO,PRETA,POLICIAL MILITAR
DEM,RO,SENADOR,40,MASCULINO,SUPERIOR COMPLETO,BRANCA,JORNALISTA E REDATOR
PSD,RO,DEPUTADO FEDERAL,30,MASCULINO,SUPERIOR COMPLETO,PARDA,EMPRESÁRIO
PMN,RO,DEPUTADO ESTADUAL,43,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSD,RO,DEPUTADO ESTADUAL,32,MASCULINO,SUPERIOR COMPLETO,PARDA,ADVOGADO
PSL,RO,DEPUTADO ESTADUAL,40,MASCULINO,SUPERIOR COMPLETO,PARDA,MEMBRO DAS FORÇAS ARMADAS
PRB,RO,DEPUTADO ESTADUAL,38,MASCULINO,ENSINO MÉDIO INCOMPLETO,PRETA,OUTROS
PODE,RO,DEPUTADO ESTADUAL,48,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PRB,RR,DEPUTADO FEDERAL,35,MASCULINO,SUPERIOR COMPLETO,PARDA,MÉDICO
MDB,RR,DEPUTADO ESTADUAL,44,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PSL,RR,GOVERNADOR,54,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PTC,RR,DEPUTADO ESTADUAL,33,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PRTB,RR,DEPUTADO ESTADUAL,27,FEMININO,SUPERIOR COMPLETO,BRANCA,VEREADOR
MDB,RR,DEPUTADO ESTADUAL,42,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PTC,RR,DEPUTADO ESTADUAL,39,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,PRODUTOR AGROPECUÁRIO
SOLIDARIEDADE,RR,DEPUTADO FEDERAL,41,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,SERVIDOR PÚBLICO MUNICIPAL
PRB,RR,DEPUTADO ESTADUAL,64,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,DEPUTADO
PATRIOTA,RR,DEPUTADO ESTADUAL,48,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,SERVIDOR PÚBLICO ESTADUAL
PV,RR,DEPUTADO ESTADUAL,44,FEMININO,SUPERIOR COMPLETO,PARDA,ADVOGADO
PSD,RR,DEPUTADO FEDERAL,65,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
DEM,RR,SENADOR,67,MASCULINO,SUPERIOR COMPLETO,PARDA,ENGENHEIRO
PRB,RR,DEPUTADO ESTADUAL,31,MASCULINO,SUPERIOR COMPLETO,PARDA,SERVIDOR PÚBLICO ESTADUAL
PRB,RR,SENADOR,56,MASCULINO,SUPERIOR COMPLETO,PRETA,ADMINISTRADOR
PRTB,RR,DEPUTADO ESTADUAL,51,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PRB,RR,DEPUTADO ESTADUAL,36,MASCULINO,SUPERIOR COMPLETO,BRANCA,COMERCIANTE
PP,RR,DEPUTADO FEDERAL,61,MASCULINO,SUPERIOR COMPLETO,PARDA,MÉDICO
REDE,RR,DEPUTADO FEDERAL,45,FEMININO,SUPERIOR COMPLETO,INDÍGENA,ADVOGADO
PP,RR,DEPUTADO ESTADUAL,46,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PT,RR,DEPUTADO ESTADUAL,38,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PMB,RR,DEPUTADO ESTADUAL,23,MASCULINO,SUPERIOR COMPLETO,BRANCA,ODONTÓLOGO
SOLIDARIEDADE,RR,DEPUTADO ESTADUAL,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PR,RR,DEPUTADO FEDERAL,66,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PSB,RR,DEPUTADO ESTADUAL,50,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,DEPUTADO
PC do B,RR,DEPUTADO ESTADUAL,42,MASCULINO,SUPERIOR COMPLETO,PARDA,POLICIAL MILITAR
PPS,RR,DEPUTADO ESTADUAL,55,FEMININO,SUPERIOR COMPLETO,PARDA,DEPUTADO
SOLIDARIEDADE,RR,DEPUTADO ESTADUAL,32,FEMININO,SUPERIOR COMPLETO,PARDA,ADVOGADO
SOLIDARIEDADE,RR,DEPUTADO ESTADUAL,33,FEMININO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PATRIOTA,RR,DEPUTADO ESTADUAL,50,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PRP,RR,DEPUTADO ESTADUAL,38,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PODE,RR,DEPUTADO ESTADUAL,67,FEMININO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PSL,RR,DEPUTADO FEDERAL,37,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO FEDERAL
PSDB,RR,DEPUTADO FEDERAL,34,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PTB,RR,DEPUTADO ESTADUAL,32,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO
PSL,RS,DEPUTADO ESTADUAL,62,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PSDB,RS,DEPUTADO FEDERAL,37,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,DEPUTADO
PSB,RS,DEPUTADO FEDERAL,56,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,AGRICULTOR
PP,RS,DEPUTADO FEDERAL,68,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PTB,RS,DEPUTADO ESTADUAL,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PTB,RS,DEPUTADO ESTADUAL,62,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,AGRICULTOR
PDT,RS,DEPUTADO ESTADUAL,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
SOLIDARIEDADE,RS,DEPUTADO ESTADUAL,40,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,VEREADOR
PRB,RS,DEPUTADO ESTADUAL,40,FEMININO,SUPERIOR COMPLETO,BRANCA,FARMACÊUTICO
PSDB,RS,DEPUTADO FEDERAL,32,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR
MDB,RS,DEPUTADO ESTADUAL,34,MASCULINO,SUPERIOR COMPLETO,BRANCA,VETERINÁRIO
MDB,RS,DEPUTADO ESTADUAL,52,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,COMERCIANTE
PT,RS,DEPUTADO FEDERAL,54,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,DEPUTADO
PTB,RS,DEPUTADO FEDERAL,39,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PSOL,RS,DEPUTADO ESTADUAL,47,FEMININO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PSDB,RS,DEPUTADO ESTADUAL,65,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO
PT,RS,DEPUTADO ESTADUAL,60,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO
PTB,RS,DEPUTADO ESTADUAL,55,FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,VEREADOR
PTB,RS,DEPUTADO ESTADUAL,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSOL,RS,DEPUTADO FEDERAL,34,FEMININO,SUPERIOR COMPLETO,BRANCA,VEREADOR
PSL,RS,DEPUTADO FEDERAL,61,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,JORNALISTA E REDATOR
PP,RS,DEPUTADO FEDERAL,42,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,RS,DEPUTADO ESTADUAL,58,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PODE,RS,DEPUTADO ESTADUAL,37,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,VEREADOR
PP,RS,DEPUTADO ESTADUAL,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR
PP,RS,DEPUTADO ESTADUAL,50,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PR,RS,DEPUTADO ESTADUAL,48,MASCULINO,SUPERIOR COMPLETO,BRANCA,AGRICULTOR
PT,RS,DEPUTADO ESTADUAL,62,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO FEDERAL
DEM,RS,DEPUTADO ESTADUAL,39,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS
PDT,RS,DEPUTADO FEDERAL,68,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSDB,RS,DEPUTADO ESTADUAL,30,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PTB,RS,DEPUTADO FEDERAL,39,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
MDB,RS,DEPUTADO FEDERAL,68,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO
PRB,RS,DEPUTADO FEDERAL,46,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS
PSB,RS,DEPUTADO FEDERAL,37,FEMININO,SUPERIOR INCOMPLETO,BRANCA,DEPUTADO
MDB,RS,DEPUTADO FEDERAL,39,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
DEM,RS,DEPUTADO ESTADUAL,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,MÉDICO
NOVO,RS,DEPUTADO FEDERAL,33,MASCULINO,SUPERIOR COMPLETO,BRANCA,CIENTISTA POLÍTICO
PSL,RS,DEPUTADO ESTADUAL,44,MASCULINO,SUPERIOR COMPLETO,BRANCA,MEMBRO DAS FORÇAS ARMADAS
PT,RS,DEPUTADO ESTADUAL,61,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,TRABALHADOR METALÚRGICO E SIDERÚRGICO
PSL,RS,DEPUTADO ESTADUAL,59,MASCULINO,SUPERIOR COMPLETO,BRANCA,MILITAR REFORMADO
PSL,RS,DEPUTADO ESTADUAL,36,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PP,RS,DEPUTADO FEDERAL,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,RS,DEPUTADO FEDERAL,53,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
MDB,RS,DEPUTADO ESTADUAL,49,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PT,RS,DEPUTADO ESTADUAL,55,FEMININO,SUPERIOR COMPLETO,BRANCA,VEREADOR
PSD,RS,DEPUTADO ESTADUAL,37,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,PECUARISTA
PP,RS,DEPUTADO ESTADUAL,44,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
MDB,RS,DEPUTADO FEDERAL,64,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,DEPUTADO
PRB,RS,DEPUTADO ESTADUAL,50,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA
PSDB,RS,DEPUTADO ESTADUAL,77,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,RS,DEPUTADO FEDERAL,49,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO FEDERAL
PR,RS,DEPUTADO ESTADUAL,60,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,OUTROS
PP,RS,SENADOR,68,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,RS,DEPUTADO FEDERAL,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PDT,RS,DEPUTADO ESTADUAL,44,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PDT,RS,DEPUTADO FEDERAL,60,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PDT,RS,DEPUTADO FEDERAL,43,MASCULINO,SUPERIOR COMPLETO,BRANCA,ESCRITOR E CRÍTICO
PSB,RS,DEPUTADO ESTADUAL,50,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,AGRICULTOR
PDT,RS,DEPUTADO ESTADUAL,54,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,MÚSICO
MDB,RS,DEPUTADO ESTADUAL,47,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO
DEM,RS,DEPUTADO FEDERAL,64,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSDB,RS,GOVERNADOR,33,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS
PT,RS,DEPUTADO ESTADUAL,47,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PPS,RS,DEPUTADO ESTADUAL,35,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,RS,DEPUTADO ESTADUAL,48,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
MDB,RS,DEPUTADO FEDERAL,61,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PP,RS,DEPUTADO ESTADUAL,55,FEMININO,SUPERIOR INCOMPLETO,BRANCA,DEPUTADO
PP,RS,DEPUTADO FEDERAL,31,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,DEPUTADO
MDB,RS,DEPUTADO ESTADUAL,64,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
MDB,RS,DEPUTADO ESTADUAL,60,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
NOVO,RS,DEPUTADO ESTADUAL,34,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO SUPERIOR
NOVO,RS,DEPUTADO ESTADUAL,23,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PSD,RS,DEPUTADO FEDERAL,45,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,DEPUTADO
PSB,RS,DEPUTADO ESTADUAL,44,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO
MDB,RS,DEPUTADO ESTADUAL,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
MDB,RS,DEPUTADO ESTADUAL,59,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,APOSENTADO (EXCETO SERVIDOR PÚBLICO)
PT,RS,DEPUTADO ESTADUAL,54,MASCULINO,SUPERIOR COMPLETO,BRANCA,AGRÔNOMO
PSB,RS,DEPUTADO ESTADUAL,31,FEMININO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO ESTADUAL
PP,RS,DEPUTADO ESTADUAL,68,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PP,RS,DEPUTADO ESTADUAL,47,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PDT,RS,DEPUTADO ESTADUAL,43,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSDB,RS,DEPUTADO ESTADUAL,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR
PT,RS,SENADOR,68,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,SENADOR
PR,RS,DEPUTADO FEDERAL,58,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,RS,DEPUTADO FEDERAL,56,MASCULINO,SUPERIOR COMPLETO,BRANCA,AGRICULTOR
PT,RS,DEPUTADO FEDERAL,52,FEMININO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO FUNDAMENTAL
PTB,RS,DEPUTADO ESTADUAL,54,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,"TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO"
PT,RS,DEPUTADO FEDERAL,58,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,SC,DEPUTADO ESTADUAL,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO
PSC,SC,DEPUTADO ESTADUAL,48,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR
PSL,SC,DEPUTADO FEDERAL,30,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO
PSD,SC,DEPUTADO FEDERAL,41,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PSL,SC,DEPUTADO ESTADUAL,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,MILITAR REFORMADO
PSD,SC,DEPUTADO ESTADUAL,68,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,SERVIDOR PÚBLICO CIVIL APOSENTADO
PPS,SC,DEPUTADO FEDERAL,56,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSDB,SC,DEPUTADO FEDERAL,46,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSD,SC,DEPUTADO ESTADUAL,53,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PP,SC,DEPUTADO FEDERAL,65,FEMININO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO SUPERIOR
PP,SC,SENADOR,71,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,SC,DEPUTADO ESTADUAL,36,MASCULINO,SUPERIOR COMPLETO,BRANCA,ODONTÓLOGO
PSDB,SC,DEPUTADO ESTADUAL,62,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,SC,DEPUTADO ESTADUAL,34,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
MDB,SC,DEPUTADO ESTADUAL,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,SC,DEPUTADO FEDERAL,36,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PSL,SC,DEPUTADO ESTADUAL,34,MASCULINO,SUPERIOR COMPLETO,BRANCA,OUTROS
PDT,SC,DEPUTADO ESTADUAL,45,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PV,SC,DEPUTADO ESTADUAL,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PP,SC,DEPUTADO ESTADUAL,52,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
MDB,SC,DEPUTADO ESTADUAL,43,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,MOTORISTA PARTICULAR
PDT,SC,DEPUTADO ESTADUAL,43,FEMININO,SUPERIOR INCOMPLETO,BRANCA,PREFEITO
PT,SC,DEPUTADO ESTADUAL,44,MASCULINO,SUPERIOR COMPLETO,BRANCA,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA
PP,SC,DEPUTADO ESTADUAL,38,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PR,SC,DEPUTADO ESTADUAL,60,MASCULINO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO CIVIL APOSENTADO
MDB,SC,DEPUTADO FEDERAL,65,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,SC,DEPUTADO ESTADUAL,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
MDB,SC,DEPUTADO ESTADUAL,36,MASCULINO,SUPERIOR COMPLETO,BRANCA,VEREADOR
PSDB,SC,DEPUTADO ESTADUAL,65,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PP,SC,DEPUTADO ESTADUAL,58,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
MDB,SC,DEPUTADO ESTADUAL,69,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSL,SC,GOVERNADOR,51,MASCULINO,SUPERIOR COMPLETO,BRANCA,BOMBEIRO MILITAR
PSD,SC,DEPUTADO FEDERAL,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSD,SC,DEPUTADO ESTADUAL,60,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,EMPRESÁRIO
NOVO,SC,DEPUTADO FEDERAL,37,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PSL,SC,DEPUTADO FEDERAL,61,MASCULINO,SUPERIOR COMPLETO,BRANCA,MILITAR REFORMADO
PSL,SC,DEPUTADO ESTADUAL,28,FEMININO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO MÉDIO
MDB,SC,DEPUTADO ESTADUAL,45,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PR,SC,DEPUTADO ESTADUAL,57,MASCULINO,SUPERIOR COMPLETO,BRANCA,EMPRESÁRIO
PSL,SC,DEPUTADO ESTADUAL,46,MASCULINO,SUPERIOR COMPLETO,BRANCA,POLICIAL MILITAR
PSB,SC,DEPUTADO ESTADUAL,68,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,SERVIDOR PÚBLICO CIVIL APOSENTADO
PRB,SC,DEPUTADO ESTADUAL,50,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA
MDB,SC,DEPUTADO ESTADUAL,64,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,OUTROS
MDB,SC,DEPUTADO FEDERAL,65,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PT,SC,DEPUTADO ESTADUAL,61,MASCULINO,SUPERIOR COMPLETO,BRANCA,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA
PT,SC,DEPUTADO ESTADUAL,48,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PSB,SC,DEPUTADO ESTADUAL,43,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADMINISTRADOR
MDB,SC,DEPUTADO ESTADUAL,47,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
MDB,SC,DEPUTADO ESTADUAL,52,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,PREFEITO
PSB,SC,DEPUTADO FEDERAL,38,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
MDB,SC,DEPUTADO ESTADUAL,72,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,DEPUTADO
PSD,SC,DEPUTADO ESTADUAL,48,MASCULINO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
PRB,SC,DEPUTADO FEDERAL,64,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,JORNALISTA E REDATOR
PSD,SC,DEPUTADO ESTADUAL,50,FEMININO,SUPERIOR COMPLETO,BRANCA,SERVIDOR PÚBLICO ESTADUAL
MDB,SC,DEPUTADO FEDERAL,36,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,EMPRESÁRIO
PR,SC,SENADOR,62,MASCULINO,SUPERIOR COMPLETO,PARDA,DEPUTADO
PSL,SC,DEPUTADO FEDERAL,32,FEMININO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PR,SC,DEPUTADO ESTADUAL,39,MASCULINO,SUPERIOR COMPLETO,BRANCA,ADVOGADO
PT,SC,DEPUTADO FEDERAL,55,MASCULINO,SUPERIOR COMPLETO,BRANCA,PROFESSOR DE ENSINO SUPERIOR
MDB,SE,DEPUTADO ESTADUAL,64,MASCULINO,SUPERIOR INCOMPLETO,PARDA,DEPUTADO
PSDB,SE,DEPUTADO ESTADUAL,64,FEMININO,SUPERIOR COMPLETO,BRANCA,DEPUTADO
